Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin
Divine Exfoliator,Patrick Ta,Exfoliator,Weekly,29.62,1.1,9689,50ml,Oily,Female,Tube,Glycerin,FALSE,UK
Divine Cleanser,ColourPop,Exfoliator,Monthly,142.49,4.1,8146,100ml,Normal,Male,Bottle,Glycerin,TRUE,South Korea
Magic CC Cream,Clinique,Setting Spray,Monthly,139.2,4.5,3903,250ml,Combination,Male,Compact,Shea Butter,TRUE,South Korea
Divine Blush,Glossier,Makeup Remover,Weekly,56.02,3.5,4409,100ml,Dry,Male,Jar,Aloe Vera,FALSE,UK
Super Concealer,Morphe,Setting Spray,Monthly,124.97,2.9,7505,30ml,Combination,Female,Tube,Vitamin C,TRUE,Italy
Magic Serum,IT Cosmetics,Lip Liner,Daily,120.48,3.5,2259,100ml,Oily,Female,Jar,Salicylic Acid,FALSE,Japan
Magic Blush,E.l.f.,Lip Liner,Weekly,51.63,3,736,250ml,Normal,Unisex,Stick,Shea Butter,FALSE,UK
Divine Makeup Remover,Morphe,Exfoliator,Occasional,42.45,3.5,1341,150ml,Sensitive,Male,Bottle,Shea Butter,TRUE,Australia
Super Foundation,Yves Saint Laurent,Cleanser,Occasional,78.35,1.9,5643,100ml,Oily,Female,Spray,Aloe Vera,TRUE,Germany
Super Eyeliner,Fenty Beauty,Contour,Daily,45.82,2.5,9558,100ml,Combination,Unisex,Stick,Aloe Vera,TRUE,Australia
Super Exfoliator,Drunk Elephant,Moisturizer,Occasional,16.59,2.3,2859,50ml,Dry,Male,Bottle,Retinol,TRUE,South Korea
Ultra Setting Spray,Kylie Cosmetics,Moisturizer,Monthly,99.22,2.3,5622,30ml,Normal,Male,Bottle,Glycerin,FALSE,South Korea
Super Mascara,Drunk Elephant,Bronzer,Monthly,16.75,2.3,7286,200ml,Combination,Male,Compact,Hyaluronic Acid,TRUE,Japan
Divine Contour,Huda Beauty,Blush,Occasional,116.42,1.9,9141,150ml,Dry,Male,Spray,Salicylic Acid,FALSE,Australia
Perfect Powder,Becca,Face Oil,Occasional,79.91,2.3,3371,50ml,Combination,Female,Tube,Hyaluronic Acid,TRUE,France
Divine Lip Gloss,Perricone MD,Concealer,Weekly,95.17,4.7,9665,150ml,Normal,Female,Stick,Shea Butter,FALSE,Italy
Super BB Cream,Morphe,Face Oil,Occasional,148.39,1.1,1399,150ml,Dry,Female,Jar,Glycerin,FALSE,USA
Ultra Moisturizer,Yves Saint Laurent,Face Mask,Occasional,98.41,3.4,6425,200ml,Normal,Unisex,Spray,Vitamin C,TRUE,France
Magic Face Oil,Hourglass,Cleanser,Monthly,60,2,5226,200ml,Sensitive,Unisex,Spray,Shea Butter,FALSE,Germany
Ultra Concealer,Milk Makeup,Cleanser,Monthly,54,1.6,8010,150ml,Sensitive,Unisex,Stick,Shea Butter,TRUE,Germany
Super Eye Shadow,Kiehl’s,Setting Spray,Weekly,68.75,1.5,5604,100ml,Combination,Unisex,Spray,Vitamin C,FALSE,Japan
Perfect Eyeliner,E.l.f.,CC Cream,Monthly,106.24,3.3,8843,150ml,Oily,Unisex,Tube,Glycerin,TRUE,Germany
Ultra Lip Gloss,IT Cosmetics,Makeup Remover,Occasional,63.52,2.9,4068,200ml,Normal,Unisex,Bottle,Glycerin,TRUE,USA
Super Face Oil,RMS Beauty,Concealer,Weekly,144.67,4.1,6860,50ml,Combination,Male,Compact,Shea Butter,FALSE,Japan
Perfect Contour,Kylie Cosmetics,Face Oil,Daily,63.82,4.9,771,50ml,Normal,Male,Stick,Salicylic Acid,TRUE,Germany
Ultra Eye Shadow,Too Faced,Powder,Daily,47.48,4.9,2005,250ml,Oily,Female,Compact,Shea Butter,FALSE,USA
Perfect Cleanser,RMS Beauty,Serum,Daily,55.62,4.1,8393,150ml,Normal,Male,Stick,Hyaluronic Acid,FALSE,South Korea
Perfect Serum,E.l.f.,Setting Spray,Occasional,62.07,4.1,4382,30ml,Sensitive,Female,Bottle,Salicylic Acid,TRUE,USA
Ultra Bronzer,Ilia Beauty,Eye Shadow,Monthly,29.34,4.6,6356,100ml,Oily,Unisex,Tube,Aloe Vera,TRUE,UK
Divine Mascara,Too Faced,Setting Spray,Monthly,110.15,4.2,3822,30ml,Normal,Female,Tube,Aloe Vera,FALSE,Italy
Divine Blush,Make Up For Ever,Concealer,Weekly,81.34,3.8,6260,200ml,Normal,Male,Jar,Aloe Vera,TRUE,France
Ultra CC Cream,RMS Beauty,Lip Liner,Weekly,50.73,3.2,3892,30ml,Combination,Unisex,Tube,Hyaluronic Acid,FALSE,UK
Magic Setting Spray,Make Up For Ever,Contour,Monthly,108.14,3.4,2255,100ml,Oily,Female,Compact,Vitamin C,TRUE,USA
Super Concealer,Becca,Eyeliner,Monthly,115.95,3.9,3964,150ml,Dry,Female,Bottle,Retinol,FALSE,France
Magic Cleanser,Sisley,Eye Shadow,Monthly,78.43,4.7,9523,200ml,Normal,Female,Spray,Salicylic Acid,TRUE,France
Perfect Lip Liner,Too Faced,Eyeliner,Weekly,93.33,1.9,8957,250ml,Combination,Male,Compact,Glycerin,FALSE,Italy
Perfect Lip Gloss,IT Cosmetics,BB Cream,Occasional,102.44,2.1,6323,200ml,Normal,Male,Stick,Vitamin C,FALSE,Australia
Perfect Moisturizer,Tarte,Contour,Daily,120.96,1.4,3262,250ml,Normal,Unisex,Bottle,Glycerin,TRUE,UK
Magic Mascara,Patrick Ta,Foundation,Occasional,62.69,1.9,3057,200ml,Dry,Unisex,Spray,Vitamin C,TRUE,Italy
Super Primer,Too Faced,Contour,Occasional,145.37,3.3,2886,150ml,Normal,Unisex,Bottle,Shea Butter,FALSE,France
Perfect BB Cream,Pat McGrath Labs,BB Cream,Occasional,51.07,1.1,1826,100ml,Sensitive,Male,Compact,Aloe Vera,FALSE,Italy
Ultra Mascara,Too Faced,Moisturizer,Monthly,81.07,3.1,457,100ml,Oily,Unisex,Bottle,Hyaluronic Acid,FALSE,France
Super Lip Gloss,Farsali,Bronzer,Occasional,78.5,3.4,1027,200ml,Sensitive,Female,Compact,Salicylic Acid,FALSE,South Korea
Ultra Lipstick,Ilia Beauty,Serum,Monthly,103.12,4.7,4769,150ml,Dry,Female,Jar,Hyaluronic Acid,FALSE,USA
Ultra Exfoliator,Laura Mercier,Foundation,Occasional,48.3,4.2,9790,150ml,Sensitive,Male,Spray,Salicylic Acid,FALSE,Japan
Divine Face Oil,Perricone MD,Lip Liner,Daily,70.94,1.3,3411,150ml,Normal,Female,Tube,Aloe Vera,TRUE,USA
Perfect Eye Shadow,KVD Beauty,Setting Spray,Daily,87.29,4.4,2388,30ml,Oily,Male,Tube,Salicylic Acid,FALSE,Australia
Ultra Lip Liner,RMS Beauty,Blush,Daily,127.12,4.9,7026,100ml,Combination,Unisex,Bottle,Hyaluronic Acid,TRUE,UK
Divine Foundation,Juvia’s Place,Highlighter,Occasional,90.98,1,9160,200ml,Sensitive,Male,Jar,Vitamin C,FALSE,Germany
Divine Eye Shadow,Natasha Denona,Contour,Daily,43.85,1.3,7768,30ml,Normal,Unisex,Tube,Hyaluronic Acid,FALSE,South Korea
Perfect Eye Shadow,Bobby Brown,Exfoliator,Daily,63.91,2,5384,30ml,Normal,Male,Bottle,Retinol,TRUE,Japan
Super Powder,Bobby Brown,Contour,Weekly,52.54,2.7,6246,30ml,Normal,Unisex,Spray,Salicylic Acid,FALSE,UK
Divine Moisturizer,Danessa Myricks,Face Oil,Monthly,60.47,4.3,1436,200ml,Oily,Female,Tube,Salicylic Acid,TRUE,Germany
Perfect Face Oil,Kylie Cosmetics,BB Cream,Monthly,120.25,4.4,2162,100ml,Oily,Male,Spray,Glycerin,FALSE,Australia
Magic Contour,Huda Beauty,Primer,Monthly,110.02,4.7,5934,100ml,Oily,Female,Jar,Hyaluronic Acid,FALSE,USA
Magic Eyeliner,Kiehl’s,Face Mask,Monthly,111.54,2.9,2847,250ml,Combination,Unisex,Bottle,Hyaluronic Acid,FALSE,Italy
Magic Bronzer,NARS,Mascara,Occasional,85.41,3.7,9415,150ml,Normal,Unisex,Bottle,Glycerin,FALSE,France
Divine Lip Liner,Make Up For Ever,Mascara,Occasional,43.87,4.8,4780,30ml,Dry,Unisex,Bottle,Hyaluronic Acid,FALSE,Australia
Super Concealer,RMS Beauty,Contour,Daily,101.25,3.7,665,30ml,Dry,Unisex,Tube,Glycerin,TRUE,Japan
Ultra Blush,Glossier,Setting Spray,Occasional,68.08,2.7,2007,200ml,Normal,Female,Spray,Glycerin,FALSE,Germany
Magic CC Cream,Drunk Elephant,Eye Shadow,Weekly,60.37,3.4,1229,50ml,Oily,Unisex,Jar,Retinol,FALSE,Italy
Super Blush,Tarte,Cleanser,Occasional,137.96,1.2,3851,150ml,Oily,Male,Tube,Shea Butter,TRUE,Japan
Perfect Setting Spray,Huda Beauty,Highlighter,Weekly,139.78,1.5,3964,100ml,Normal,Male,Stick,Salicylic Acid,FALSE,Australia
Ultra Lipstick,Farsali,Lip Gloss,Monthly,90.49,1.1,3778,150ml,Oily,Male,Bottle,Salicylic Acid,FALSE,Japan
Super Bronzer,Yves Saint Laurent,Face Mask,Occasional,56.03,1.2,7530,150ml,Oily,Male,Spray,Hyaluronic Acid,FALSE,UK
Divine CC Cream,Make Up For Ever,Eye Shadow,Monthly,149.73,2.7,4903,250ml,Dry,Unisex,Bottle,Aloe Vera,FALSE,South Korea
Super Blush,Milk Makeup,Cleanser,Daily,41.3,2.4,6007,200ml,Dry,Female,Spray,Shea Butter,FALSE,South Korea
Magic Face Oil,Too Faced,Exfoliator,Daily,12.12,5,3329,50ml,Dry,Unisex,Stick,Vitamin C,TRUE,USA
Super Foundation,Kiehl’s,Foundation,Daily,106.17,3,3040,50ml,Normal,Female,Tube,Hyaluronic Acid,TRUE,Germany
Ultra Lip Gloss,Charlotte Tilbury,Concealer,Daily,60.47,4,5799,30ml,Sensitive,Female,Compact,Aloe Vera,TRUE,Italy
Magic Blush,Farsali,Setting Spray,Daily,72.25,1.8,6843,200ml,Sensitive,Female,Stick,Shea Butter,FALSE,Australia
Divine Eyeliner,Too Faced,Contour,Occasional,100.4,3.1,4299,250ml,Sensitive,Female,Tube,Aloe Vera,TRUE,Italy
Divine Lip Gloss,Laura Mercier,Mascara,Daily,69.11,3.5,996,250ml,Oily,Unisex,Spray,Hyaluronic Acid,FALSE,Japan
Ultra Lip Liner,Juvia’s Place,Mascara,Occasional,139.08,4.5,4612,100ml,Normal,Female,Tube,Hyaluronic Acid,TRUE,France
Perfect CC Cream,Shiseido,BB Cream,Weekly,77.39,4.6,5719,200ml,Oily,Female,Bottle,Hyaluronic Acid,TRUE,Australia
Ultra Cleanser,Glossier,Makeup Remover,Daily,130.33,1.2,7397,30ml,Combination,Female,Bottle,Retinol,FALSE,USA
Perfect Powder,ColourPop,Eye Shadow,Monthly,12.5,2.3,4758,50ml,Oily,Unisex,Stick,Retinol,FALSE,Italy
Perfect Lip Liner,Becca,Highlighter,Occasional,42.4,1.3,2569,100ml,Dry,Male,Stick,Glycerin,FALSE,Japan
Magic Foundation,Danessa Myricks,Powder,Daily,95.09,2.3,3752,30ml,Oily,Male,Jar,Retinol,FALSE,Japan
Perfect CC Cream,NARS,Makeup Remover,Weekly,124.36,3.6,7005,250ml,Sensitive,Unisex,Tube,Aloe Vera,FALSE,UK
Super Moisturizer,Sisley,Lip Gloss,Weekly,115.91,2.1,2799,250ml,Normal,Male,Bottle,Salicylic Acid,FALSE,USA
Super Concealer,Juvia’s Place,Mascara,Monthly,92.51,1.7,8044,150ml,Dry,Male,Spray,Shea Butter,TRUE,France
Perfect Lip Gloss,KVD Beauty,Moisturizer,Weekly,97.05,3.4,6185,200ml,Sensitive,Male,Spray,Salicylic Acid,FALSE,UK
Perfect Foundation,Pat McGrath Labs,Highlighter,Monthly,139.29,2.6,7601,100ml,Sensitive,Male,Compact,Aloe Vera,FALSE,USA
Magic Moisturizer,Clinique,Face Mask,Weekly,58.51,3.2,9113,200ml,Sensitive,Female,Spray,Salicylic Acid,TRUE,France
Perfect Concealer,Fenty Beauty,Highlighter,Occasional,94.67,2,417,100ml,Normal,Male,Jar,Salicylic Acid,FALSE,USA
Perfect Lip Liner,Bourjois,CC Cream,Occasional,71.83,1.9,7176,50ml,Dry,Male,Stick,Vitamin C,TRUE,Italy
Perfect Lip Gloss,Sisley,Eyeliner,Occasional,90.63,2.9,8340,30ml,Combination,Unisex,Bottle,Vitamin C,FALSE,France
Divine Face Oil,Patrick Ta,Contour,Occasional,64.07,2.3,540,250ml,Combination,Female,Compact,Shea Butter,TRUE,Italy
Magic Face Mask,Fenty Beauty,Lip Gloss,Weekly,112.82,4.9,9617,200ml,Normal,Male,Jar,Vitamin C,TRUE,USA
Divine Cleanser,IT Cosmetics,CC Cream,Monthly,132.78,1.7,6909,150ml,Oily,Male,Tube,Salicylic Acid,FALSE,Japan
Divine Face Mask,Anastasia Beverly Hills,Foundation,Daily,110.18,4.9,1015,30ml,Dry,Male,Spray,Salicylic Acid,FALSE,France
